index,image_name,scale,center_w,center_h,ofd_1_x,ofd_1_y,ofd_2_x,ofd_2_y,bpd_1_x,bpd_1_y,bpd_2_x,bpd_2_y,SubjectID,px_to_mm_rate,Algo,Split
671,Patient01678_Plane3_8_of_8.png,3.62817701800815,480.5,331.5,278,323,908,323,593,575,593,71,1678,0.140845070422535,,Train
672,Patient01715_Plane3_1_of_3.png,2.39506976445856,320.0,196.0,533,222,146,131,375,27,305,325,1715,0.1470588235294118,AlokaFit,Train
675,Patient01751_Plane3_1_of_2.png,2.34352466595671,320.0,196.0,169,186,565,170,373,334,360,23,1751,0.1515151515151515,AlokaFit,Train
681,Patient00786_Plane3_1_of_3.png,3.5789347061317,479.5,330.5,775,339,174,301,490,73,459,568,786,0.100401606425703,,Train
682,Patient00754_Plane3_1_of_3.png,2.74810010804168,320.0,196.0,98,237,553,114,370,342,280,10,754,0.1219512195121951,AlokaFit,Train
683,Patient00750_Plane3_3_of_3.png,1.74473207108196,320.0,196.0,279,314,349,17,447,197,182,134,750,0.1515151515151515,AlokaFit,Train
684,Patient01288_Plane3_3_of_4.png,1.47728902279211,320.0,196.0,210,182,459,143,351,266,318,59,1288,0.1785714285714286,AlokaFit,Train
687,Patient01141_Plane3_3_of_3.png,1.765089509984,320.0,196.0,178,237,454,110,376,303,256,44,1141,0.1612903225806452,AlokaFit,Train
689,Patient01221_Plane3_1_of_1.png,2.20215697818129,320.0,196.0,150,190,528,188,340,335,338,44,1221,0.078125,AlokaFit,Train
690,Patient00886_Plane3_2_of_2.png,3.36570723753996,479.5,330.5,734,448,210,173,591,86,354,536,886,0.189274447949527,,Train
693,Patient01095_Plane3_3_of_4.png,3.85135204107423,479.5,330.5,97,449,719,193,524,603,292,39,1095,0.142405063291139,,Train
695,Patient00832_Plane3_3_of_3.png,2.2491870249602,320.0,196.0,148,211,531,167,358,345,321,33,832,0.08196721311475409,AlokaFit,Train
696,Patient00853_Plane3_1_of_3.png,2.52928916303932,320.0,196.0,94,220,514,147,331,338,277,28,853,0.1219512195121951,AlokaFit,Train
697,Patient01156_Plane3_2_of_5.png,3.29044848344859,479.5,330.5,120,277,677,226,417,457,380,46,1156,0.111731843575419,,Train
698,Patient01288_Plane3_1_of_4.png,2.12098222672389,320.0,196.0,139,231,471,107,359,313,251,25,1288,0.1219512195121951,AlokaFit,Train
700,Patient01212_Plane3_3_of_4.png,3.4451549936508,479.5,330.5,186,349,769,303,497,572,458,80,1212,0.105348460291734,,Train
701,Patient01255_Plane3_1_of_3.png,3.40204073158746,479.5,330.5,805,365,222,319,531,119,496,565,1255,0.154394299287411,,Train
703,Patient01265_Plane3_1_of_3.png,2.93580327482709,479.5,330.5,180,364,667,215,484,489,362,90,1265,0.184210526315789,,Train
711,Patient00874_Plane3_2_of_2.png,2.32934190896856,320.0,196.0,125,186,519,178,325,359,319,5,874,0.09433962264150944,AlokaFit,Train
712,Patient00954_Plane3_1_of_2.png,2.23584973170115,320.0,196.0,162,190,549,188,356,332,355,46,954,0.078125,AlokaFit,Train
715,Patient01425_Plane3_2_of_2.png,1.9264740690881,320.0,196.0,520,170,201,165,362,40,359,294,1425,0.1612903225806452,AlokaFit,Train
719,Patient01549_Plane3_1_of_2.png,2.65470012403968,320.0,196.0,585,183,135,162,368,-1,352,346,1549,0.08620689655172414,AlokaFit,Train
722,Patient01637_Plane3_1_of_1.png,3.55050685633502,479.5,330.5,751,505,243,130,658,99,335,536,1637,0.161290322580645,,Train
723,Patient01655_Plane3_1_of_3.png,2.14949889712437,320.0,196.0,136,206,503,198,323,349,316,55,1655,0.08196721311475409,AlokaFit,Train
725,Patient01708_Plane3_2_of_2.png,2.85200356143871,479.5,330.5,803,333,318,287,580,110,541,510,1708,0.131004366812227,,Train
726,Patient01729_Plane3_3_of_3.png,2.18326514077096,320.0,196.0,466,261,137,103,368,43,235,320,1729,0.1351351351351351,AlokaFit,Train
729,Patient01762_Plane3_1_of_2.png,3.44793301541184,568.5,393.5,852,399,288,221,649,60,491,560,1762,0.180412371134021,,Train
730,Patient01776_Plane3_5_of_5.png,3.95031130477935,568.5,393.5,226,412,877,240,627,611,476,41,1776,0.157699443413729,,Train
731,Patient00703_Plane3_1_of_1.png,3.34652257045178,568.5,393.5,821,538,303,246,691,164,433,620,703,0.167958656330749,,Train
732,Patient00839_Plane3_4_of_4.png,4.41268509484917,480.5,331.5,84,320,843,310,468,635,460,-4,839,0.143769968051118,,Train
734,Patient00957_Plane3_1_of_3.png,2.22067503445212,320.0,196.0,511,248,157,116,389,34,279,330,957,0.1351351351351351,AlokaFit,Train
735,Patient00910_Plane3_3_of_3.png,2.46693380516913,320.0,196.0,541,200,120,126,360,-1,301,327,910,0.1515151515151515,AlokaFit,Train
740,Patient00761_Plane3_1_of_3.png,3.300584751500411,479.5,330.5,694,377,135,234,471,85,358,525,761,0.175718849840256,,Train
741,Patient00698_Plane3_1_of_3.png,4.24147130770707,568.5,393.5,933,447,213,374,601,131,545,690,698,0.15406162464986,,Train
743,Patient01293_Plane3_4_of_6.png,2.24376599188147,479.5,330.5,366,237,740,175,577,345,530,67,1293,0.111561866125761,,Train
748,Patient01218_Plane3_2_of_2.png,2.13088944984572,320.0,196.0,139,203,471,86,353,279,258,10,1218,0.1515151515151515,AlokaFit,Train
750,Patient01173_Plane3_3_of_3.png,2.77963409041943,479.5,330.5,194,404,638,252,479,514,352,143,1173,0.202020202020202,,Train
751,Patient00909_Plane3_4_of_6.png,2.33671539679513,320.0,196.0,150,191,534,165,352,329,331,27,909,0.1351351351351351,AlokaFit,Train
752,Patient01081_Plane3_3_of_3.png,2.10005609147784,320.0,196.0,490,304,212,58,452,66,250,295,1081,0.131578947368421,AlokaFit,Train
754,Patient01296_Plane3_5_of_5.png,3.42721174481068,479.5,330.5,755,285,174,209,494,19,435,475,1296,0.108695652173913,,Train
755,Patient01313_Plane3_2_of_2.png,3.97150553195921,479.5,330.5,173,286,845,280,512,549,507,17,1313,0.0884955752212389,,Train
758,Patient00994_Plane3_1_of_4.png,4.01889924725556,479.5,330.5,843,342,164,315,514,51,493,606,994,0.0880626223091976,,Train
760,Patient01200_Plane3_2_of_2.png,1.85834116808025,320.0,196.0,466,316,247,64,470,91,243,289,1200,0.1388888888888889,AlokaFit,Train
762,Patient01271_Plane3_9_of_15.png,2.94266016486932,480.5,331.5,278,301,780,296,531,500,527,98,1271,0.113636363636364,,Train
765,Patient01346_Plane3_2_of_3.png,1.58899077754584,320.0,196.0,216,192,482,191,350,299,349,84,1346,0.2083333333333333,AlokaFit,Train
766,Patient01349_Plane3_1_of_3.png,2.26355957978602,320.0,196.0,528,218,147,153,364,32,312,339,1349,0.1470588235294118,AlokaFit,Train
767,Patient01364_Plane3_1_of_2.png,2.32478561702053,320.0,196.0,159,185,561,172,366,343,355,14,1364,0.1136363636363636,AlokaFit,Train
771,Patient01455_Plane3_1_of_1.png,2.40318669822455,568.5,393.5,818,445,413,370,646,240,585,575,1455,0.0985915492957746,,Train
772,Patient01458_Plane3_2_of_2.png,3.22421106081733,479.5,330.5,672,307,128,185,452,15,348,477,1458,0.0984682713347921,,Train
773,Patient01490_Plane3_1_of_2.png,3.95324109819441,479.5,330.5,773,343,127,216,505,0,396,559,1490,0.159128978224456,,Train
775,Patient01538_Plane3_1_of_3.png,3.31765077945046,480.5,331.5,728,389,167,266,500,86,394,570,1538,0.202020202020202,,Train
776,Patient01548_Plane3_1_of_2.png,2.36705908062976,320.0,196.0,143,199,534,157,353,317,323,39,1548,0.1351351351351351,AlokaFit,Train
779,Patient01632_Plane3_2_of_2.png,2.19225687460624,320.0,196.0,503,200,124,169,327,20,301,350,1632,0.09433962264150944,AlokaFit,Train
781,Patient01655_Plane3_2_of_3.png,2.51492617867494,320.0,196.0,100,203,523,168,326,357,297,14,1655,0.1388888888888889,AlokaFit,Train
782,Patient01729_Plane3_2_of_3.png,2.66840894232798,320.0,196.0,543,261,111,121,380,27,274,355,1729,0.1063829787234043,AlokaFit,Train
783,Patient01738_Plane3_1_of_2.png,1.8168384122703,320.0,196.0,445,202,134,145,314,42,265,305,1738,0.08928571428571429,AlokaFit,Train
784,Patient00888_Plane3_1_of_3.png,2.89821056260289,370.0,224.0,598,213,116,197,363,33,351,377,888,,,Train
785,Patient01112_Plane3_1_of_3.png,2.25690830789018,320.0,196.0,541,163,152,144,354,-1,338,308,1112,0.1515151515151515,AlokaFit,Train
786,Patient00789_Plane3_1_of_3.png,2.48354553049692,320.0,196.0,546,206,119,190,339,34,327,362,789,0.1388888888888889,AlokaFit,Train
788,Patient01177_Plane3_4_of_5.png,3.66320714076539,479.5,330.5,816,361,208,281,546,66,478,576,1177,0.102827763496144,,Train
792,Patient01463_Plane3_2_of_3.png,3.65656881843198,479.5,330.5,286,361,898,295,619,575,565,81,1463,0.103626943005181,,Train
794,Patient00822_Plane3_6_of_6.png,3.45814125480576,479.5,330.5,231,349,804,296,540,563,496,83,822,0.105769230769231,,Train
798,Patient01345_Plane3_3_of_5.png,3.64543933692097,479.5,330.5,333,282,946,254,650,506,629,30,1345,0.103806228373702,,Train
799,Patient00813_Plane3_1_of_3.png,2.22731945362347,320.0,196.0,131,203,496,159,332,332,295,30,813,0.1351351351351351,AlokaFit,Train
800,Patient01248_Plane3_1_of_1.png,2.00660300761563,320.0,196.0,193,173,536,167,367,306,362,35,1248,0.08928571428571429,AlokaFit,Train
801,Patient00955_Plane3_2_of_3.png,0.018332758774071,320.0,196.0,328,6,332,6,330,7,330,5,955,0.1219512195121951,AlokaFit,Train
802,Patient01458_Plane3_1_of_2.png,3.48779337290331,479.5,330.5,712,281,117,232,434,19,395,495,1458,0.0992555831265509,,Train
803,Patient01050_Plane3_2_of_2.png,2.24994442452884,320.0,196.0,185,201,566,136,402,325,349,13,1050,0.1515151515151515,AlokaFit,Train
805,Patient01471_Plane3_1_of_2.png,2.7892783709876,480.5,331.5,683,430,244,225,551,139,376,517,1471,0.232142857142857,,Train
806,Patient00891_Plane3_2_of_3.png,3.13517916204092,320.0,196.0,79,194,603,180,347,381,336,-7,891,0.0847457627118644,AlokaFit,Train
807,Patient01128_Plane3_1_of_3.png,2.4297546053041,320.0,196.0,521,186,120,185,321,34,320,337,1128,0.1351351351351351,AlokaFit,Train
809,Patient01011_Plane3_1_of_2.png,2.12039292600837,320.0,196.0,557,190,200,176,384,40,373,326,1011,0.1515151515151515,AlokaFit,Train
811,Patient01366_Plane3_4_of_4.png,2.26375141392408,320.0,196.0,618,174,231,149,435,6,415,318,1366,0.1515151515151515,AlokaFit,Train
813,Patient01096_Plane3_2_of_6.png,3.871418159783969,479.5,330.5,163,355,823,294,518,593,468,56,1096,0.161550888529887,,Train
814,Patient01047_Plane3_1_of_3.png,2.286412998248279,320.0,196.0,545,175,152,163,354,14,344,325,1047,0.1515151515151515,AlokaFit,Train
815,Patient00685_Plane3_2_of_3.png,4.11335161910737,480.5,331.5,109,315,793,313,452,611,450,17,685,0.144230769230769,,Train
816,Patient00848_Plane3_3_of_4.png,3.73973671207631,479.5,330.5,727,450,125,253,504,115,349,588,848,0.0992555831265509,,Train
818,Patient01715_Plane3_3_of_3.png,2.70322645754918,320.0,196.0,537,253,119,128,376,29,280,352,1715,0.1351351351351351,AlokaFit,Train
821,Patient01766_Plane3_2_of_3.png,2.34653165133044,320.0,196.0,494,318,145,101,386,103,253,316,1766,0.119047619047619,AlokaFit,Train
822,Patient01769_Plane3_2_of_3.png,1.67458011607627,320.0,196.0,459,145,176,139,320,27,315,257,1769,0.1515151515151515,AlokaFit,Train
827,Patient01115_Plane3_1_of_4.png,2.05630118605723,320.0,196.0,215,213,565,171,407,333,373,52,1115,0.09259259259259259,AlokaFit,Train
828,Patient00742_Plane3_1_of_4.png,2.56349296105523,320.0,196.0,163,198,595,184,385,356,374,26,742,0.131578947368421,AlokaFit,Train
830,Patient01328_Plane3_3_of_4.png,2.08340587463012,320.0,196.0,505,197,148,180,334,41,320,337,1328,0.1219512195121951,AlokaFit,Train
835,Patient01021_Plane3_2_of_2.png,3.62182208736612,479.5,330.5,780,378,198,241,550,48,428,571,1021,0.168067226890756,,Train
836,Patient00803_Plane3_2_of_5.png,3.10207164270447,479.5,330.5,340,290,869,236,626,468,584,58,803,0.130718954248366,,Train
837,Patient00681_Plane3_1_of_1.png,4.4939906108358,747.5,393.5,1101,480,351,301,801,78,652,702,681,0.132352941176471,,Train
838,Patient01255_Plane3_2_of_3.png,3.09187794565952,479.5,330.5,171,423,667,292,477,577,360,138,1255,0.154471544715447,,Train
839,Patient01093_Plane3_1_of_3.png,2.51755272774833,320.0,196.0,573,236,154,194,380,51,347,379,1093,0.1351351351351351,AlokaFit,Train
840,Patient00798_Plane3_2_of_2.png,2.07031097068226,320.0,196.0,156,221,507,173,351,339,312,55,798,0.1470588235294118,AlokaFit,Train
842,Patient01484_Plane3_1_of_2.png,2.01896371761158,320.0,196.0,222,204,560,144,416,311,367,37,1484,0.08928571428571429,AlokaFit,Train
843,Patient01061_Plane3_2_of_3.png,2.46603755072811,320.0,196.0,539,176,120,172,331,14,328,334,1061,0.1351351351351351,AlokaFit,Train
844,Patient01329_Plane3_1_of_1.png,2.45896494020614,320.0,196.0,119,187,528,166,331,326,316,27,1329,0.1515151515151515,AlokaFit,Train
845,Patient00991_Plane3_1_of_2.png,3.05775475496342,479.5,330.5,694,351,186,307,460,100,421,557,991,0.202205882352941,,Train
846,Patient01033_Plane3_1_of_2.png,2.51315402495464,320.0,196.0,544,226,113,144,363,8,295,363,1033,0.1219512195121951,AlokaFit,Train
847,Patient00873_Plane3_1_of_3.png,2.38872146957341,320.0,196.0,535,176,129,170,334,12,329,334,873,0.1428571428571428,AlokaFit,Train
851,Patient01550_Plane3_3_of_3.png,3.20715792484378,480.5,331.5,775,341,224,326,505,122,494,545,1550,0.200333889816361,,Train
852,Patient01612_Plane3_2_of_3.png,1.99588037685233,320.0,196.0,212,168,553,155,387,293,378,29,1612,0.08928571428571429,AlokaFit,Train
853,Patient01614_Plane3_1_of_2.png,2.22485873919734,320.0,196.0,517,193,132,179,330,23,318,350,1614,0.0847457627118644,AlokaFit,Train
854,Patient01631_Plane3_2_of_2.png,1.97752690677613,320.0,196.0,191,197,528,185,364,320,355,62,1631,0.08928571428571429,AlokaFit,Train
856,Patient01727_Plane3_1_of_2.png,1.84808654097561,320.0,196.0,188,176,500,129,364,286,324,20,1727,0.1612903225806452,AlokaFit,Train
857,Patient01759_Plane3_3_of_3.png,3.62677861272038,568.5,393.5,278,372,892,361,590,626,580,107,1759,0.197368421052632,,Train
862,Patient00871_Plane3_3_of_4.png,2.64032444788748,320.0,196.0,584,263,147,127,416,32,315,358,871,0.1063829787234043,AlokaFit,Train
863,Patient01486_Plane3_3_of_3.png,1.62241930985813,320.0,196.0,313,224,588,224,451,336,451,112,1486,0.1,AlokaFit,Train
864,Patient00870_Plane3_3_of_5.png,1.87186952107477,320.0,196.0,193,219,514,205,359,342,348,81,870,0.1136363636363636,AlokaFit,Train
868,Patient00836_Plane3_1_of_1.png,2.40704146152162,320.0,196.0,149,209,550,185,359,350,340,44,836,0.1470588235294118,AlokaFit,Train
874,Patient01073_Plane3_3_of_4.png,2.98974298640108,479.5,330.5,226,368,721,253,523,522,425,98,1073,0.196078431372549,,Train
875,Patient01463_Plane3_1_of_3.png,3.155906214475,479.5,330.5,765,288,223,262,505,51,484,499,1463,0.115789473684211,,Train
876,Patient01156_Plane3_3_of_5.png,3.32293619591985,479.5,330.5,782,293,213,273,505,74,491,491,1156,0.11166253101737,,Train
877,Patient00692_Plane3_5_of_5.png,4.18854628302186,568.5,393.5,195,391,897,361,558,671,533,80,692,0.149253731343284,,Train
878,Patient00698_Plane3_3_of_3.png,4.14472049014022,568.5,393.5,233,422,942,353,615,675,559,100,698,0.148148148148148,,Train
881,Patient01141_Plane3_1_of_3.png,2.04780423553185,320.0,196.0,164,206,495,138,357,311,301,33,1141,0.1612903225806452,AlokaFit,Train
882,Patient01512_Plane3_2_of_2.png,1.98770730384786,320.0,196.0,211,282,519,141,416,323,314,100,1512,0.1351351351351351,AlokaFit,Train
885,Patient01171_Plane3_2_of_3.png,1.82440213593419,320.0,196.0,203,177,509,159,364,292,349,45,1171,0.1,AlokaFit,Train
887,Patient01210_Plane3_1_of_3.png,3.24735062779122,479.5,330.5,745,328,201,260,501,70,445,518,1210,0.204724409448819,,Train
888,Patient01166_Plane3_2_of_4.png,2.31296106100391,320.0,196.0,566,200,185,163,390,29,361,334,1166,0.08196721311475409,AlokaFit,Train
889,Patient01166_Plane3_1_of_4.png,1.85696717642787,320.0,196.0,215,148,529,123,382,260,362,11,1166,0.1,AlokaFit,Train
890,Patient01365_Plane3_1_of_1.png,1.97565113430704,320.0,196.0,230,206,564,167,414,332,380,40,1365,0.08333333333333333,AlokaFit,Train
892,Patient01096_Plane3_1_of_6.png,4.29473497584025,479.5,330.5,114,331,844,310,487,615,470,27,1096,0.144927536231884,,Train
893,Patient01501_Plane3_2_of_5.png,2.95269424771624,480.5,331.5,254,501,646,160,605,509,295,153,1501,0.191897654584222,,Train
895,Patient00973_Plane3_1_of_2.png,2.98002385979397,320.0,196.0,589,211,84,180,348,11,325,380,973,0.1063829787234043,AlokaFit,Train
896,Patient01547_Plane3_1_of_2.png,2.08467347799742,320.0,196.0,568,167,217,158,396,18,389,308,1547,0.08928571428571429,AlokaFit,Train
897,Patient01602_Plane3_2_of_6.png,3.10359783434594,480.5,331.5,214,370,746,329,497,568,463,132,1602,0.111111111111111,,Train
901,Patient01096_Plane3_5_of_6.png,4.11131302074844,479.5,330.5,103,339,816,319,468,630,451,28,1096,0.145051194539249,,Train
903,Patient01438_Plane3_1_of_3.png,3.930105360864451,568.5,393.5,333,423,1003,405,675,672,661,157,1438,0.0906735751295337,,Train
912,Patient01345_Plane3_2_of_5.png,3.41876015151875,479.5,330.5,642,309,72,277,370,62,344,525,1345,0.103926096997691,,Train
914,Patient00976_Plane3_1_of_2.png,2.3567383577708,320.0,196.0,131,247,515,148,366,364,280,31,976,0.1351351351351351,AlokaFit,Train
915,Patient01065_Plane3_1_of_1.png,2.78515063283691,320.0,196.0,548,223,86,150,346,7,289,366,1065,0.1219512195121951,AlokaFit,Train
916,Patient00697_Plane3_2_of_7.png,4.66290514791196,568.5,393.5,948,408,153,382,560,92,540,697,697,0.152542372881356,,Train
917,Patient00953_Plane3_1_of_3.png,2.45807146725867,320.0,196.0,550,189,139,161,355,20,334,330,953,0.1136363636363636,AlokaFit,Train
919,Patient01028_Plane3_1_of_3.png,1.85261801067273,320.0,196.0,276,325,464,57,497,280,244,102,1028,0.1351351351351351,AlokaFit,Train
920,Patient01460_Plane3_1_of_2.png,3.50516366622186,479.5,330.5,209,289,818,267,523,531,504,25,1460,0.170731707317073,,Train
925,Patient00870_Plane3_1_of_5.png,2.30288773753894,320.0,196.0,126,177,521,169,327,329,320,17,870,0.1111111111111111,AlokaFit,Train
928,Patient01159_Plane3_3_of_3.png,3.70194214744671,479.5,330.5,789,442,194,209,592,70,392,581,1159,0.163934426229508,,Train
929,Patient01260_Plane3_1_of_2.png,2.08154066807154,320.0,196.0,169,266,498,117,394,326,273,58,1260,0.1470588235294118,AlokaFit,Train
932,Patient01031_Plane3_2_of_3.png,1.63604256000462,320.0,196.0,466,207,194,173,344,78,316,302,1031,0.2083333333333333,AlokaFit,Train
937,Patient01695_Plane3_2_of_5.png,3.41757736239573,568.5,393.5,873,341,293,287,606,63,560,565,1695,0.167714884696017,,Train
938,Patient01716_Plane3_1_of_3.png,2.1319631017338,320.0,196.0,147,267,466,100,373,310,240,56,1716,0.07936507936507936,AlokaFit,Train
939,Patient01736_Plane3_1_of_2.png,3.47430778675701,479.5,330.5,736,344,144,321,449,93,431,572,1736,0.0970873786407767,,Train
940,Patient01749_Plane3_1_of_2.png,2.02873704835723,320.0,196.0,164,171,503,167,335,298,332,41,1749,0.1612903225806452,AlokaFit,Train
941,Patient00834_Plane3_1_of_3.png,1.95224454389572,320.0,196.0,491,187,161,167,334,35,317,319,834,0.08928571428571429,AlokaFit,Train
942,Patient01497_Plane3_3_of_3.png,3.58186772640199,568.5,393.5,223,361,815,285,551,574,487,73,1497,0.197368421052632,,Train
944,Patient00692_Plane3_2_of_5.png,3.66285721914025,568.5,393.5,917,415,290,348,631,128,577,636,692,0.168224299065421,,Train
949,Patient01176_Plane3_4_of_4.png,3.43491072551222,479.5,330.5,724,325,140,297,442,89,421,533,1176,0.115919629057187,,Train
950,Patient00683_Plane3_2_of_2.png,3.53307667459046,480.5,331.5,742,314,139,309,443,46,438,576,683,0.176908752327747,,Train
952,Patient01336_Plane3_2_of_2.png,3.30374815002422,479.5,330.5,781,380,227,230,566,75,442,535,1336,0.181347150259067,,Train
953,Patient00720_Plane3_2_of_2.png,2.08127156619976,320.0,196.0,148,193,503,174,333,322,318,45,720,0.08928571428571429,AlokaFit,Train
954,Patient00813_Plane3_3_of_3.png,2.09873184806967,320.0,196.0,116,216,461,132,325,324,252,24,813,0.1351351351351351,AlokaFit,Train
955,Patient00754_Plane3_3_of_3.png,2.24257136824942,320.0,196.0,494,185,101,181,299,29,296,337,754,0.078125,AlokaFit,Train
958,Patient01116_Plane3_1_of_3.png,2.43497165222536,320.0,196.0,136,219,541,158,363,350,314,27,1116,0.078125,AlokaFit,Train
959,Patient01070_Plane3_2_of_6.png,0.04405646486459901,479.5,330.5,470,13,478,12,474,14,474,11,1070,0.107913669064748,,Train
960,Patient01583_Plane3_2_of_2.png,3.36762025523353,479.5,330.5,740,408,171,348,479,162,433,594,1583,0.116666666666667,,Train
962,Patient01501_Plane3_1_of_5.png,2.91352839293896,480.5,331.5,710,439,265,194,603,106,372,527,1501,0.191897654584222,,Train
964,Patient01463_Plane3_3_of_3.png,3.49024200348723,479.5,330.5,724,356,138,281,462,79,400,559,1463,0.103926096997691,,Train
966,Patient00833_Plane3_2_of_2.png,2.6801304430621,320.0,196.0,83,192,544,156,328,361,299,-12,833,0.1063829787234043,AlokaFit,Train
967,Patient01340_Plane3_1_of_3.png,3.37959909193381,479.5,330.5,731,299,157,266,457,55,431,510,1340,0.125725338491296,,Train
968,Patient01010_Plane3_2_of_3.png,2.32425557953306,320.0,196.0,125,271,499,104,381,342,243,33,1010,0.1388888888888889,AlokaFit,Train
972,Patient01658_Plane3_1_of_2.png,2.07978475997035,320.0,196.0,201,278,512,112,430,332,283,58,1658,0.1470588235294118,AlokaFit,Train
973,Patient01451_Plane3_1_of_3.png,2.27768659768649,320.0,196.0,526,198,141,172,343,39,323,332,1451,0.1612903225806452,AlokaFit,Train
975,Patient01576_Plane3_2_of_2.png,3.6025746930851,479.5,330.5,691,309,86,203,431,12,345,500,1576,0.103806228373702,,Train
977,Patient00999_Plane3_2_of_4.png,3.04291977934027,479.5,330.5,744,386,265,186,596,66,412,506,999,0.16025641025641,,Train
978,Patient00938_Plane3_1_of_1.png,2.36988136377127,320.0,196.0,515,177,111,168,316,17,309,328,938,0.1428571428571428,AlokaFit,Train
979,Patient00907_Plane3_1_of_1.png,2.10857080527219,320.0,196.0,171,209,527,143,375,317,323,35,907,0.08196721311475409,AlokaFit,Train
982,Patient01422_Plane3_1_of_2.png,2.30259694009738,320.0,196.0,148,197,543,177,353,342,338,32,1422,0.08196721311475409,AlokaFit,Train
985,Patient01570_Plane3_1_of_3.png,2.1346095186593,320.0,196.0,138,196,504,181,327,338,315,39,1570,0.08196721311475409,AlokaFit,Train
991,Patient00976_Plane3_2_of_2.png,2.61559436623808,320.0,196.0,108,226,507,200,319,386,296,40,976,0.1063829787234043,AlokaFit,Train
992,Patient00168_Plane3_2_of_3.png,1.84409689831212,320.0,196.0,476,164,165,134,332,32,310,266,168,0.1612903225806452,AlokaFit,Train
993,Patient00908_Plane3_1_of_2.png,2.09054363616195,320.0,196.0,506,218,148,163,352,29,302,351,908,0.1470588235294118,AlokaFit,Train
998,Patient01026_Plane3_5_of_6.png,3.72768837254819,479.5,330.5,743,296,99,211,453,10,388,497,1026,0.0888324873096447,,Train
1000,Patient01613_Plane3_1_of_2.png,2.37133361885345,320.0,196.0,564,210,160,177,375,23,348,364,1613,0.1515151515151515,AlokaFit,Train
1001,Patient01245_Plane3_1_of_2.png,3.71229045743692,479.5,330.5,738,301,110,264,440,30,409,535,1245,0.150976909413854,,Train
1002,Patient00871_Plane3_2_of_4.png,2.36937945005109,320.0,196.0,620,215,214,205,421,46,413,374,871,0.1063829787234043,AlokaFit,Train
1004,Patient01656_Plane3_1_of_3.png,2.38242855212709,320.0,196.0,156,210,556,151,380,343,332,18,1656,0.1351351351351351,AlokaFit,Train
1006,Patient01695_Plane3_3_of_5.png,3.48860410680454,568.5,393.5,342,317,930,283,650,547,622,53,1695,0.167597765363129,,Train
1008,Patient01738_Plane3_2_of_2.png,1.46396813635611,320.0,196.0,416,124,163,71,304,29,275,167,1738,0.131578947368421,AlokaFit,Train
1009,Patient01084_Plane3_1_of_2.png,3.45508231294735,479.5,330.5,720,353,141,300,452,95,409,559,1084,0.104347826086957,,Train
1010,Patient01219_Plane3_1_of_2.png,2.48281409389373,320.0,196.0,115,195,535,182,330,347,320,30,1219,0.131578947368421,AlokaFit,Train
1012,Patient01451_Plane3_2_of_3.png,1.62764719430821,320.0,196.0,483,199,214,170,360,74,337,295,1451,0.2083333333333333,AlokaFit,Train
1013,Patient01366_Plane3_3_of_4.png,2.16909233075493,320.0,196.0,572,198,207,166,403,31,376,333,1366,0.1515151515151515,AlokaFit,Train
1014,Patient01247_Plane3_1_of_2.png,2.03892918768455,320.0,196.0,473,261,153,107,378,49,248,319,1247,0.1470588235294118,AlokaFit,Train
1015,Patient01347_Plane3_4_of_4.png,2.2389644972378,320.0,196.0,143,218,528,163,358,349,313,32,1347,0.1388888888888889,AlokaFit,Train
1016,Patient00759_Plane3_4_of_4.png,3.298758389876129,479.5,330.5,125,275,684,239,420,499,389,15,759,0.105633802816901,,Train
1017,Patient00909_Plane3_5_of_6.png,2.29502680968798,320.0,196.0,136,184,510,153,335,322,310,14,909,0.1351351351351351,AlokaFit,Train
1019,Patient01501_Plane3_3_of_5.png,2.90416424893392,480.5,331.5,259,490,681,215,594,543,346,162,1501,0.20440251572327,,Train
1020,Patient01013_Plane3_2_of_4.png,1.77744670943087,320.0,196.0,465,160,172,143,325,35,311,267,1013,0.1851851851851852,AlokaFit,Train
1024,Patient01056_Plane3_1_of_2.png,2.10893609661119,320.0,196.0,512,180,156,163,341,33,328,309,1056,0.1470588235294118,AlokaFit,Train
1025,Patient01156_Plane3_4_of_5.png,3.7488188563072,479.5,330.5,140,306,776,304,459,558,457,52,1156,0.103950103950104,,Train
1027,Patient01497_Plane3_1_of_3.png,3.52186501739268,568.5,393.5,232,330,834,307,543,570,523,67,1497,0.197368421052632,,Train
1030,Patient01095_Plane3_1_of_4.png,3.65012715307919,479.5,330.5,761,344,137,306,465,61,433,589,1095,0.16380655226209,,Train
1033,Patient00794_Plane3_2_of_3.png,2.81387600002568,320.0,196.0,550,252,74,147,353,12,271,387,794,0.1063829787234043,AlokaFit,Train
1036,Patient01142_Plane3_2_of_2.png,2.46903079490182,320.0,196.0,147,264,560,148,397,362,310,51,1142,0.1063829787234043,AlokaFit,Train
1040,Patient01739_Plane3_1_of_3.png,2.43059314690915,320.0,196.0,124,183,529,176,330,341,324,17,1739,0.1351351351351351,AlokaFit,Train
1045,Patient00819_Plane3_1_of_4.png,3.44150053309841,479.5,330.5,779,323,200,301,498,81,481,543,819,0.100334448160535,,Train
1046,Patient00820_Plane3_3_of_3.png,3.09837992913009,479.5,330.5,620,322,115,219,412,49,322,492,820,0.170731707317073,,Train
